"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"201711221100","금천구","0.042","0.012","0.6","0.004","45","36"
"201711221000","금천구","0.048","0.004","0.6","0.004","40","33"
"201711220900","금천구","0.038","0.01","0.5","0.004","36","32"
"201711220800","금천구","0.033","0.014","0.5","0.004","36","28"
"201711220700","금천구","0.028","0.019","0.4","0.004","35","30"
"201711220600","금천구","0.022","0.023","0.5","0.004","35","27"
"201711220500","금천구","0.02","0.022","0.4","0.005","36","27"
"201711220400","금천구","0.024","0.019","0.4","0.004","34","26"
"201711220300","금천구","0.028","0.014","0.5","0.004","40","30"
"201711220200","금천구","0.056","0.002","0.8","0.004","44","34"
"201711220100","금천구","0.06","0.002","0.8","0.004","46","36"
"201711220000","금천구","0.06","0.002","1","0.004","43","32"
"201711212300","금천구","0.063","0.002","0.9","0.005","48","33"
"201711212200","금천구","0.064","0.001","0.8","0.004","43","31"
"201711212100","금천구","0.06","0.002","0.8","0.005","52","36"
"201711212000","금천구","0.065","0.002","0.9","0.005","60","41"
"201711211900","금천구","0.068","0.002","0.9","0.005","63","45"
"201711211800","금천구","0.06","0.002","0.8","0.005","59","41"
"201711211700","금천구","0.055","0.004","0.6","0.006","60","40"
"201711211600","금천구","0.05","0.008","0.6","0.005","52","34"
"201711211500","금천구","0.045","0.011","0.6","0.005","49","34"
"201711211400","금천구","0.041","0.012","0.6","0.005","48","34"
"201711211300","금천구","0.039","0.013","0.6","0.005","48","34"
"201711211200","금천구","0.043","0.01","0.7","0.005","52","40"
"201711211100","금천구","0.053","0.006","0.9","0.004","63","49"
"201711211000","금천구","0.058","0.004","1","0.004","52","41"
"201711210900","금천구","0.051","0.003","1.1","0.003","53","41"
"201711210800","금천구","0.047","0.002","1.1","0.003","44","33"
"201711210700","금천구","0.045","0.002","0.9","0.002","42","32"
"201711210600","금천구","0.043","0.002","0.8","0.002","41","33"
"201711210500","금천구","0.043","0.002","0.8","0.002","41","35"
"201711210400","금천구","0.043","0.002","0.8","0.002","39","31"
"201711210300","금천구","0.041","0.002","0.7","0.002","39","30"
"201711210200","금천구","0.042","0.002","0.6","0.002","39","30"
"201711210100","금천구","0.042","0.002","0.6","0.003","38","33"
"201711210000","금천구","0.044","0.002","0.6","0.003","37","28"
"201711202300","금천구","0.041","0.003","0.5","0.003","36","26"
"201711202200","금천구","0.045","0.002","0.6","0.003","41","30"
"201711202100","금천구","0.049","0.002","0.8","0.003","49","36"
"201711202000","금천구","0.052","0.002","0.8","0.004","47","33"
"201711201900","금천구","0.053","0.002","0.8","0.004","38","28"
"201711201800","금천구","0.047","0.002","0.6","0.003","36","26"
"201711201700","금천구","0.043","0.006","0.6","0.004","38","27"
"201711201600","금천구","0.042","0.007","0.5","0.004","38","23"
"201711201500","금천구","0.037","0.01","0.5","0.005","37","25"
"201711201400","금천구","0.036","0.011","0.4","0.005","34","21"
"201711201300","금천구","0.034","0.011","0.4","0.005","35","24"
"201711201200","금천구","0.038","0.01","0.5","0.004","30","21"
"201711201100","금천구","0.033","0.012","0.5","0.004","33","22"
"201711201000","금천구","0.043","0.007","0.7","0.004","28","21"
"201711200900","금천구","0.046","0.005","0.8","0.004","26","21"
"201711200800","금천구","0.043","0.004","0.6","0.004","23","17"
"201711200700","금천구","0.032","0.01","0.5","0.003","25","18"
"201711200600","금천구","0.029","0.012","0.5","0.003","24","18"
"201711200500","금천구","0.032","0.009","0.5","0.002","25","16"
"201711200400","금천구","0.029","0.012","0.5","0.003","23","18"
"201711200300","금천구","0.026","0.014","0.5","0.003","23","17"
"201711200200","금천구","0.019","0.022","0.4","0.004","23","15"
"201711200100","금천구","0.016","0.026","0.4","0.003","28","18"
"201711200000","금천구","0.02","0.021","0.4","0.003","29","16"
"201711192300","금천구","0.025","0.019","0.4","0.004","30","17"
"201711192200","금천구","0.042","0.007","0.5","0.004","29","17"
"201711192100","금천구","0.046","0.005","0.5","0.004","28","17"
"201711192000","금천구","0.046","0.004","0.5","0.004","30","16"
"201711191900","금천구","0.039","0.01","0.5","0.005","27","15"
"201711191800","금천구","0.03","0.018","0.4","0.004","29","14"
"201711191700","금천구","0.021","0.026","0.4","0.004","28","14"
"201711191600","금천구","0.014","0.031","0.3","0.003","23","11"
"201711191500","금천구","0.011","0.033","0.3","0.004","22","14"
"201711191400","금천구","0.012","0.03","0.3","0.004","24","14"
"201711191300","금천구","0.013","0.028","0.3","0.003","24","15"
"201711191200","금천구","0.014","0.026","0.3","0.004","24","15"
"201711191100","금천구","0.021","0.017","0.4","0.005","22","15"
"201711191000","금천구","0.02","0.016","0.4","0.004","26","14"
"201711190900","금천구","0.026","0.008","0.4","0.006","32","17"
"201711190800","금천구","0.035","0.002","0.5","0.003","22","13"
"201711190700","금천구","0.029","0.008","0.4","0.003","22","12"
"201711190600","금천구","0.017","0.016","0.4","0.003","17","10"
"201711190500","금천구","0.013","0.02","0.3","0.003","18","11"
"201711190400","금천구","0.009","0.023","0.3","0.003","18","10"
"201711190300","금천구","0.011","0.022","0.3","0.003","18","10"
"201711190200","금천구","0.012","0.022","0.3","0.002","17","10"
"201711190100","금천구","0.016","0.019","0.3","0.002","18","12"
"201711190000","금천구","0.017","0.02","0.3","0.002","18","10"
"201711182300","금천구","0.018","0.02","0.3","0.003","19","9"
"201711182200","금천구","0.017","0.021","0.3","0.002","20","10"
"201711182100","금천구","0.019","0.02","0.3","0.002","21","11"
"201711182000","금천구","0.022","0.019","0.3","0.003","21","9"
"201711181900","금천구","0.019","0.021","0.3","0.003","25","9"
"201711181800","금천구","0.023","0.02","0.3","0.003","26","9"
"201711181700","금천구","0.016","0.026","0.3","0.003","29","10"
"201711181600","금천구","0.011","0.028","0.3","0.003","35","10"
"201711181500","금천구","0.012","0.029","0.3","0.003","41","11"
"201711181400","금천구","0.012","0.027","0.3","0.003","42","12"
"201711181300","금천구","0.011","0.025","0.3","0.003","42","14"
"201711181200","금천구","0.013","0.023","0.3","0.003","41","15"
"201711181100","금천구","0.012","0.022","0.3","0.003","39","16"
"201711181000","금천구","0.016","0.019","0.4","0.003","32","16"
"201711180900","금천구","0.02","0.016","0.4","0.003","32","17"
"201711180800","금천구","0.02","0.018","0.3","0.003","30","21"
"201711180700","금천구","0.019","0.02","0.3","0.003","36","27"
"201711180600","금천구","0.015","0.024","0.3","0.003","47","35"
"201711180500","금천구","0.011","0.028","0.4","0.003","61","52"
"201711180400","금천구","0.011","0.025","0.5","0.003","81","66"
"201711180300","금천구","0.013","0.024","0.6","0.003","75","64"
"201711180200","금천구","0.014","0.023","0.6","0.003","60","51"
"201711180100","금천구","0.018","0.02","0.6","0.003","48","38"
"201711180000","금천구","0.023","0.016","0.5","0.004","42","31"
"201711172300","금천구","0.03","0.009","0.5","0.004","52","38"
"201711242300","노원구","0.047","0.002","0.9","0.006","34","19"
"201711242200","노원구","0.046","0.002","0.8","0.006","28","16"
"201711242100","노원구","0.031","0.012","0.6","0.005","23","13"
"201711242000","노원구","0.02","0.021","0.4","0.004","22","11"
"201711241900","노원구","0.02","0.02","0.4","0.004","23","12"
"201711241800","노원구","0.019","0.022","0.4","0.005","26","13"
"201711241700","노원구","0.014","0.027","0.3","0.005","25","12"
"201711241600","노원구","0.011","0.029","0.3","0.005","22","9"
"201711241500","노원구","0.009","0.029","0.3","0.004","25","10"
"201711241400","노원구","0.01","0.028","0.3","0.005","22","10"
"201711241300","노원구","0.011","0.027","0.3","0.005","30","20"
"201711241200","노원구","0.021","0.016","0.4","0.004","36","25"
"201711241100","노원구","0.036","0.006","0.7","0.005","31","22"
"201711241000","노원구","0.042","0.004","0.8","0.005","28","18"
"201711240900","노원구","0.046","0.002","0.8","0.005","30","22"
"201711240800","노원구","0.04","0.002","0.7","0.005","25","18"
"201711240700","노원구","0.037","0.002","0.7","0.005","27","17"
"201711240600","노원구","0.033","0.002","0.7","0.005","22","16"
"201711240500","노원구","0.026","0.005","0.6","0.004","25","18"
"201711240400","노원구","0.019","0.014","0.5","0.004","22","15"
"201711240300","노원구","0.014","0.019","0.3","0.004","22","16"
"201711240200","노원구","0.019","0.016","0.3","0.004","17","10"
"201711240100","노원구","0.026","0.011","0.4","0.004","17","12"
"201711240000","노원구","0.02","0.018","0.3","0.004","23","10"
"201711232300","노원구","0.021","0.018","0.3","0.004","23","11"
"201711232200","노원구","0.045","0.003","0.8","0.006","30","13"
"201711232100","노원구","0.046","0.002","0.9","0.007","30","14"
"201711232000","노원구","0.031","0.011","0.4","0.004","24","9"
"201711231900","노원구","0.023","0.018","0.3","0.004","22","11"
"201711231800","노원구","0.018","0.023","0.3","0.004","23","9"
"201711231700","노원구","0.015","0.026","0.3","0.004","24","11"
"201711231600","노원구","0.013","0.028","0.3","0.004","23","9"
"201711231500","노원구","0.011","0.029","0.3","0.005","25","13"
"201711231400","노원구","0.011","0.029","0.3","0.005","24","13"
"201711231300","노원구","0.008","0.03","0.3","0.005","25","14"
"201711231200","노원구","0.015","0.025","0.3","0.005","23","12"
"201711231100","노원구","0.024","0.017","0.4","0.006","21","12"
"201711231000","노원구","0.027","0.013","0.5","0.005","19","7"
"201711230900","노원구","0.03","0.012","0.5","0.005","34","16"
"201711230800","노원구","0.048","0.002","0.9","0.007","36","18"
"201711230700","노원구","0.044","0.001","0.9","0.008","31","17"
"201711230600","노원구","0.039","0.002","0.8","0.006","26","14"
"201711230500","노원구","0.025","0.012","0.6","0.006","24","13"
"201711230400","노원구","0.022","0.016","0.6","0.006","26","13"
"201711230300","노원구","0.017","0.021","0.4","0.006","24","14"
"201711230200","노원구","0.027","0.013","0.6","0.006","25","12"
"201711230100","노원구","0.028","0.013","0.5","0.005","25","12"
"201711230000","노원구","0.028","0.014","0.5","0.005","24","11"
"201711222300","노원구","0.023","0.019","0.4","0.005","25","12"
"201711222200","노원구","0.018","0.023","0.4","0.005","25","9"
"201711222100","노원구","0.016","0.026","0.4","0.005","25","10"
"201711222000","노원구","0.015","0.028","0.3","0.004","55","13"
"201711221900","노원구","0.024","0.023","0.4","0.005","110","32"
"201711221800","노원구","0.024","0.027","0.6","0.005","120","44"
"201711221700","노원구","0.027","0.029","0.6","0.006","97","53"
"201711221600","노원구","0.027","0.033","0.6","0.006","94","56"
"201711221500","노원구","0.042","0.02","0.7","0.006","78","49"
"201711221400","노원구","0.056","0.004","0.7","0.006","66","44"
"201711221300","노원구","0.049","0.007","0.7","0.006","60","39"
"201711221200","노원구","0.045","0.007","0.6","0.006","50","35"
"201711221100","노원구","0.04","0.007","0.6","0.005","50","36"
"201711221000","노원구","0.046","0.004","0.7","0.005","49","33"
"201711220900","노원구","0.051","0.002","0.7","0.005","51","34"
"201711220800","노원구","0.049","0.002","0.6","0.005","53","34"
"201711220700","노원구","0.043","0.002","0.6","0.006","53","37"
"201711220600","노원구","0.042","0.003","0.6","0.006","50","35"
"201711220500","노원구","0.041","0.003","0.5","0.006","54","38"
"201711220400","노원구","0.043","0.002","0.5","0.006","56","39"
"201711220300","노원구","0.046","0.002","0.6","0.005","61","42"
"201711220200","노원구","0.054","0.001","0.8","0.005","60","39"
"201711220100","노원구","0.067","0.002","1.3","0.007","62","40"
"201711220000","노원구","0.068","0.002","1.4","0.007","63","39"
"201711212300","노원구","0.071","0.002","1.2","0.007","63","41"
"201711212200","노원구","0.068","0.002","1.2","0.007","60","37"
"201711212100","노원구","0.068","0.002","1.2","0.008","75","50"
"201711212000","노원구","0.072","0.002","1.3","0.009","68","41"
"201711211900","노원구","0.07","0.002","1.2","0.008","58","37"
"201711211800","노원구","0.057","0.002","0.8","0.006","51","31"
"201711211700","노원구","0.053","0.005","0.7","0.005","51","32"
"201711211600","노원구","0.043","0.01","0.6","0.006","50","30"
"201711211500","노원구","0.039","0.013","0.6","0.005","48","30"
"201711211400","노원구","0.035","0.013","0.6","0.005","49","31"
"201711211300","노원구","0.036","0.011","0.6","0.005","53","33"
"201711211200","노원구","0.036","0.01","0.6","0.005","58","36"
"201711211100","노원구","0.049","0.005","1","0.006","75","53"
"201711211000","노원구","0.05","0.003","1.1","0.006","70","48"
"201711210900","노원구","0.047","0.002","1.1","0.005","76","54"
"201711210800","노원구","0.046","0.002","1.1","0.006","60","43"
"201711210700","노원구","0.041","0.002","1.1","0.006","67","49"
"201711210600","노원구","0.037","0.002","1","0.005","64","46"
"201711210500","노원구","0.039","0.002","1","0.005","69","49"
"201711210400","노원구","0.04","0.002","0.9","0.005","63","42"
"201711210300","노원구","0.043","0.002","0.9","0.004","64",""
"201711210200","노원구","0.042","0.002","0.8","0.005","44","28"
"201711210100","노원구","0.044","0.002","0.8","0.005","56","36"
"201711210000","노원구","0.049","0.002","0.8","0.005","64","42"
"201711202300","노원구","0.051","0.002","0.9","0.005","68","46"
"201711202200","노원구","0.051","0.002","0.8","0.005","66","41"
"201711202100","노원구","0.05","0.002","0.7","0.005","56","34"
"201711202000","노원구","0.051","0.003","0.8","0.005","56","32"
"201711201900","노원구","0.048","0.005","0.6","0.005","47","33"
"201711201800","노원구","","","","","",""
"201711201700","노원구","","","","","",""
"201711201600","노원구","0.046","0.004","0.6","0.005","41","22"
"201711201500","노원구","0.044","0.006","0.6","0.005","39","20"
"201711201400","노원구","0.045","0.005","0.6","0.005","38","21"
"201711201300","노원구","0.041","0.009","0.6","0.005","34","19"
"201711201200","노원구","0.028","0.017","0.5","0.005","32","17"
"201711201100","노원구","0.031","0.015","0.5","0.006","41","21"
"201711201000","노원구","0.037","0.009","0.7","0.006","37","19"
"201711200900","노원구","0.043","0.005","0.8","0.006","45","30"
"201711200800","노원구","0.047","0.002","0.8","0.006","42","24"
"201711200700","노원구","0.042","0.003","0.8","0.006","33","22"
"201711200600","노원구","0.024","0.017","0.5","0.006","27","17"
"201711200500","노원구","0.017","0.023","0.5","0.005","27","19"
"201711200400","노원구","0.027","0.014","0.7","0.006","28","18"
"201711200300","노원구","0.02","0.023","0.5","0.006","29","20"
"201711200200","노원구","0.013","0.029","0.4","0.005","29","18"
